Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,4,Unknown,Unknown,$80K - $120K,,,Q1,Q2,Q3,Q4,,,,,,2011," 1,480.00 ",11%,,,,,,Existing Customer,59,F,0,Unknown,Married,Less than $40K
Existing Customer,48,M,4,Post-Graduate,Single,$80K - $120K,,2016,6.00%,22.00%,11.00%,13.00%,,,,,,2012," 6,462.00 ",72%,,,,,,Existing Customer,45,F,5,Graduate,Married,Less than $40K
Existing Customer,41,M,3,Unknown,Married,$80K - $120K,,2020,21.00%,17.00%,8.00%,22.00%,,,,,,2013," 2,321.00 ",39%,,,,,,Existing Customer,62,M,1,Uneducated,Married,$60K - $80K
Existing Customer,61,M,1,High School,Married,$40K - $60K,,2021,22.00%,5.00%,17.00%,19.00%,,,,,,2014," 7,485.00 ",96%,,,,,,Existing Customer,51,M,2,College,Single,$120K +
Existing Customer,45,F,2,Graduate,Married,Unknown,,,,,,,,,,,,2015," 5,144.00 ",33%,,,,,,,,,,,,
Existing Customer,47,M,1,Doctorate,Divorced,$60K - $80K,,,,,,,,,,,,2016," 2,279.00 ",6%,,,,,,,,,,,,
Attrited Customer,62,F,0,Graduate,Married,Less than $40K,,,,,,,,,,,,2017," 7,043.00 ",9%,,,,,,,,,,,,
Existing Customer,41,M,3,High School,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,F,4,Unknown,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,54,M,2,Unknown,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,41,F,3,Graduate,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,59,M,1,High School,Unknown,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,63,M,1,Unknown,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,F,3,Uneducated,Single,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,M,4,High School,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,3,Unknown,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,2,Uneducated,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,41,M,4,Graduate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,F,2,College,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,58,M,0,Graduate,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,55,F,1,College,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,55,F,3,Graduate,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,42,F,4,High School,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,57,F,1,Graduate,Unknown,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,66,F,0,Doctorate,Married,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,45,M,3,Graduate,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,51,M,2,Unknown,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,50,F,1,College,Single,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,M,3,High School,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,38,F,4,Graduate,Single,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,M,4,Uneducated,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,59,M,1,Doctorate,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,46,M,3,High School,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,52,M,1,College,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,52,F,3,Unknown,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,54,F,1,Graduate,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,66,F,0,High School,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,M,2,Unknown,Married,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,56,M,2,Graduate,Married,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,F,4,Graduate,Unknown,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,F,3,Graduate,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,56,M,2,Uneducated,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,F,5,Graduate,Married,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,42,M,2,High School,Single,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,55,M,3,Unknown,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,48,M,2,Graduate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,39,M,1,High School,Divorced,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,4,Post-Graduate,Single,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,2,High School,Single,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,51,M,4,Uneducated,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,57,M,2,College,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,F,2,Uneducated,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,M,2,Graduate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,50,M,2,Doctorate,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,51,M,4,Graduate,Single,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,55,F,2,Graduate,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,54,M,1,Graduate,Unknown,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,42,M,5,Uneducated,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,1,College,Single,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,2,Graduate,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,F,4,Graduate,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,37,F,3,Uneducated,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,M,3,Graduate,Divorced,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,M,2,Graduate,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,M,3,Graduate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,1,Unknown,Unknown,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,55,F,4,Unknown,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,59,F,1,Graduate,Married,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,1,Graduate,Divorced,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,52,M,2,Graduate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,2,High School,Single,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,43,F,3,Uneducated,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,3,High School,Single,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,57,M,2,Unknown,Married,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,51,F,2,High School,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,M,4,High School,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,45,M,1,Graduate,Single,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,0,Graduate,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,45,F,3,Unknown,Married,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,64,M,1,Graduate,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,45,M,3,Graduate,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,3,Doctorate,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,56,M,3,College,Married,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,47,M,2,Unknown,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,F,3,College,Single,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,41,F,3,Unknown,Married,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,3,Graduate,Married,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,F,2,Graduate,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,3,High School,Unknown,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,43,F,4,Post-Graduate,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,2,Post-Graduate,Single,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,1,Uneducated,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,62,F,1,Unknown,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,54,M,4,Unknown,Divorced,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,57,M,4,Graduate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,42,M,3,Unknown,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,42,M,4,High School,Divorced,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,54,F,0,Uneducated,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,48,M,3,Graduate,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,M,1,Graduate,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,52,M,3,High School,Unknown,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,50,M,3,High School,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,M,1,Doctorate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,F,2,High School,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,50,M,2,Graduate,Single,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,55,F,1,Doctorate,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,1,High School,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,F,3,High School,Single,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,55,M,2,College,Single,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,M,3,Graduate,Single,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,58,M,4,Graduate,Single,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,53,M,2,Graduate,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,52,M,2,High School,Single,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,50,F,1,Uneducated,Unknown,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,42,F,1,Graduate,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,43,M,4,Unknown,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,57,M,4,Graduate,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,52,M,1,Graduate,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,M,2,Doctorate,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,F,3,Graduate,Single,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,2,High School,Divorced,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,45,M,4,College,Divorced,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,63,F,1,College,Married,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,39,F,2,Post-Graduate,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,48,F,5,High School,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,51,M,1,Unknown,Single,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,54,M,4,Graduate,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,59,F,1,Graduate,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,59,M,1,College,Single,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,48,F,4,Uneducated,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,41,F,2,Graduate,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,55,M,2,Graduate,Married,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,F,4,Graduate,Married,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,41,M,2,High School,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,40,M,3,High School,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,68,M,1,Graduate,Married,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,50,F,1,Graduate,Single,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,M,4,Uneducated,Single,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,F,1,College,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,42,F,5,Unknown,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,48,F,4,High School,Single,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,M,1,Doctorate,Married,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,F,2,Uneducated,Married,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,56,M,0,High School,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,59,F,1,College,Single,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,F,4,Unknown,Divorced,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,50,F,4,Uneducated,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,51,F,3,Uneducated,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,F,3,Uneducated,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,58,F,4,Uneducated,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,46,M,5,Graduate,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,3,High School,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,45,F,4,Uneducated,Divorced,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,52,F,1,High School,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,50,M,2,High School,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,41,F,3,High School,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,67,F,1,Graduate,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,59,F,1,Uneducated,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,1,Graduate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,M,3,Graduate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,F,3,Uneducated,Single,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,49,M,3,Post-Graduate,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,60,F,0,College,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,50,F,2,High School,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,41,F,2,Post-Graduate,Married,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,57,M,1,Graduate,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,43,M,4,Graduate,Unknown,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,57,F,3,Graduate,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,54,M,3,Doctorate,Married,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,F,3,High School,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,41,M,0,High School,Unknown,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,68,M,0,High School,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,59,M,1,College,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,48,M,4,Unknown,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,5,Graduate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,48,M,3,College,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,M,4,Graduate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,M,2,Graduate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,43,F,1,High School,Divorced,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,55,F,2,Graduate,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,63,M,1,Graduate,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,58,M,2,College,Married,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,53,F,2,High School,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,52,M,3,Graduate,Married,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,48,M,3,High School,Single,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,43,M,4,High School,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,48,M,2,College,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,43,F,4,Graduate,Single,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,4,Unknown,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,41,M,3,High School,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,50,M,2,Unknown,Single,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,60,F,1,Uneducated,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,4,Graduate,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,41,M,2,High School,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,45,M,3,College,Single,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,51,F,2,Graduate,Married,Less than $40K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,51,M,2,Graduate,Married,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,57,M,2,Unknown,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,41,M,5,Graduate,Single,$120K +,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,43,M,1,College,Single,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,55,M,2,College,Married,$60K - $80K,,,,,,,,,,,,,,,,,,,,,,,,,,
Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,,,,,,,,,,,,,,,,,,,,,,,,,,
Existing Customer,44,M,4,Unknown,Single,$80K - $120K,,,,,,,,,,,,,,,,,,,,,,,,,,
